  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
2078    2    0   50.00  25.00     1      2    4      0      2     1    50.00
2079    9    0   20.00  20.00     2     10   10      5      9     8    88.89
2080    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2081    8    0   57.14  40.00     4      7   10      3      8     8   100.00
2082    6    0   33.33  33.33     2      6    6      0      6     5    83.33
2083    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2084    7    0   42.86  25.00     3      7   12      1      7     6    85.71
2085    6    0   55.56  62.50     5      9    8      0      6     6   100.00
2086    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2087    4    0   50.00  50.00     2      4    4      1      4     4   100.00
2088    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2089    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2090    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2091    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2092    2    0   50.00  33.33     1      2    3      0      2     1    50.00
2093    3    0   50.00  40.00     2      4    5      0      3     3   100.00
2094    1    0   50.00  50.00     1      2    2      0      1     1   100.00
2095    7    0   28.57  20.00     2      7   10      3      7     6    85.71
2096    9    0   33.33  42.86     3      9    7      1      9     8    88.89
2097    8    0   36.36  44.44     4     11    9      2      8     8   100.00
2098    6    0   37.50  60.00     3      8    5      0      6     6   100.00
2099    8    0   40.00  26.67     4     10   15      2      8     8   100.00
2100    9    0   30.77  50.00     4     13    8      1      9     9   100.00
2101    2    0   50.00  50.00     1      2    2      0      2     2   100.00
2102    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2103    4    0   25.00  25.00     1      4    4      0      4     3    75.00
2104    7    0   44.44  57.14     4      9    7      2      7     6    85.71
2105    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2106    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2107    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2108    7    0   11.11   8.33     1      9   12      3      7     7   100.00
2109    7    0   37.50  30.00     3      8   10      1      7     7   100.00
2110    2    0  100.00  50.00     2      2    4      0      2     1    50.00
2111    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2112    2    0   33.33  50.00     1      3    2      0      2     1    50.00
2113    3    0   25.00  33.33     1      4    3      0      3     3   100.00
2114    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2115    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2116    2    0   50.00 100.00     2      4    2      0      2     1    50.00
2117    6    0   12.50  50.00     1      8    2      0      6     5    83.33
2118    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2119    5    0   20.00  16.67     1      5    6      1      5     4    80.00
2120    5    0  100.00 100.00     5      5    5      0      5     5   100.00
2121    7    0   14.29  11.11     1      7    9      0      7     6    85.71
2122    4    0   40.00  40.00     2      5    5      1      4     4   100.00
2123    9    0   20.00  22.22     2     10    9      2      9     8    88.89
2124    7    0   33.33  20.00     2      6   10      1      7     7   100.00
2125    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2126    9    0   50.00  85.71     6     12    7      0      9     9   100.00
2127    2    0   50.00  25.00     1      2    4      0      2     1    50.00
2128    3    0   50.00  33.33     1      2    3      0      3     3   100.00
2129    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2130    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2131    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2132    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2133    2    0  100.00  50.00     2      2    4      0      2     1    50.00
2134    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2135    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2136    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2137    2    0   50.00  25.00     1      2    4      0      2     1    50.00
2138    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2139    3    0  100.00  80.00     4      4    5      0      3     3   100.00
2140    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2141    5    0   20.00  25.00     1      5    4      0      5     4    80.00
2142    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2143    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2144    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2145    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2146    5    0   50.00  33.33     2      4    6      2      5     4    80.00
2147    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2148    3    0   50.00  25.00     1      2    4      0      3     2    66.67
2149    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2150    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2151    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2152    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2153    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2154    5    0   37.50  60.00     3      8    5      1      5     4    80.00
2155    6    0   28.57  40.00     2      7    5      0      6     6   100.00
2156    3    0   40.00  50.00     2      5    4      0      3     2    66.67
2157    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2158    2    0   50.00  50.00     1      2    2      0      2     2   100.00
2159    6    0   40.00  40.00     2      5    5      2      6     5    83.33
2160    5    0   40.00  28.57     2      5    7      0      5     5   100.00
2161    6    0   42.86  37.50     3      7    8      1      6     5    83.33
2162    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2163    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2164    4    0   80.00  66.67     4      5    6      0      4     3    75.00
2165    3    0   33.33  50.00     2      6    4      0      3     3   100.00
2166    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2167    8    0   33.33  30.00     3      9   10      0      8     8   100.00
2168    9    0   18.18  15.38     2     11   13      6      9     8    88.89
2169    6    0   50.00  42.86     3      6    7      1      6     5    83.33
2170    3    0  100.00 100.00     4      4    4      0      3     3   100.00
2171    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2172    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2173    5    0   50.00  50.00     3      6    6      0      5     5   100.00
2174    6    0   33.33  28.57     2      6    7      2      6     5    83.33
2175    5    0   40.00  33.33     2      5    6      2      5     4    80.00
2176    3    0   25.00  25.00     1      4    4      0      3     3   100.00
2177    6    0   40.00  28.57     2      5    7      0      6     6   100.00
2178    3    0   25.00  25.00     1      4    4      0      3     3   100.00
2179    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2180    2    0  100.00  50.00     2      2    4      0      2     1    50.00
2181    2    0  100.00 100.00     2      2    2      0      2     1    50.00
2182    5    0   60.00  50.00     3      5    6      1      5     4    80.00
2183    2    0   50.00  33.33     1      2    3      0      2     1    50.00
2184    3    0   80.00  80.00     4      5    5      0      3     3   100.00
2185    5    0   50.00  37.50     3      6    8      0      5     5   100.00
2186    7    0   33.33  42.86     3      9    7      2      7     6    85.71
2187    1    0   50.00  50.00     1      2    2      0      1     1   100.00
2188    7    0   10.00  12.50     1     10    8      1      7     6    85.71
2189    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2190    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2191    5    0   60.00  42.86     3      5    7      1      5     4    80.00
2192    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2193    7    0   30.00  33.33     3     10    9      4      7     7   100.00
2194    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2195    2    0   50.00  33.33     1      2    3      0      2     1    50.00
2196    2    0   50.00  50.00     1      2    2      0      2     2   100.00
2197    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2198    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2199    4    0   20.00  16.67     1      5    6      0      4     3    75.00
2200    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2201    6    0   42.86  42.86     3      7    7      0      6     6   100.00
2202    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2203    9    0   42.86  42.86     3      7    7      2      9     9   100.00
2204    2    0   50.00 100.00     2      4    2      0      2     1    50.00
2205    3    0   25.00  33.33     1      4    3      0      3     3   100.00
2206    4    0   33.33  50.00     2      6    4      0      4     3    75.00
2207    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2208    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2209    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2210    9    0   30.00  25.00     3     10   12      2      9     9   100.00
2211    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2212    2    0   50.00  25.00     1      2    4      0      2     1    50.00
2213    2    0   50.00  33.33     1      2    3      0      2     1    50.00
